has_description,has_url,is_geo_enabled,has_twice_number_followers,has_default_profile,has_profile_image,has_100_friends_1_follower_ratio,has_50_friends_1_follower_ratio,is_protected,is_verified,num_favourites,num_list,num_followers,num_friends,statuses_count,followers_i_follow_back_ratio,friends_that_follow_me_back_ratio,is_bot
1,0,0,1,0,1,0,0,0,0,0,0,381,394,106,0.989501312,0.956852792,0
1,0,1,1,0,1,0,0,0,0,98,1,807,630,1368,0.780669145,1,0
1,0,1,1,0,1,0,0,0,0,28,0,182,168,770,0.840659341,0.910714286,0
1,1,1,1,0,1,0,0,0,0,3,0,356,186,5755,0.483146067,0.924731183,0
1,0,1,1,0,1,0,0,0,0,31,5,574,521,3907,0.8728223,0.961612284,0
1,0,1,1,0,1,0,0,0,0,38,2,169,166,1465,0.934911243,0.951807229,0
1,0,1,1,1,1,0,0,0,0,23,0,194,122,3653,0.587628866,0.93442623,0
1,0,1,1,0,1,0,0,0,0,4,3,338,316,3569,0.869822485,0.930379747,0
1,1,0,1,0,1,0,0,0,0,400,30,1192,515,8707,0.408557047,0.945631068,0
1,0,1,1,0,1,0,0,0,0,2,0,242,29,1254,0.119834711,1,0
1,1,1,1,0,1,0,0,0,0,15,0,104,68,257,0.625,0.955882353,0
1,1,1,1,0,1,0,0,0,0,4,0,237,188,3204,0.776371308,0.978723404,0
1,0,1,1,0,1,0,0,0,0,525,0,238,193,1875,0.659663866,0.813471503,0
1,1,1,1,1,1,0,0,0,0,4,0,129,118,1287,0.868217054,0.949152542,0
1,0,0,1,0,1,0,0,0,0,23,2,363,200,6793,0.484848485,0.88,0
1,0,1,1,1,1,0,0,0,0,12,0,229,215,431,0.88209607,0.939534884,0
1,0,0,1,0,1,0,0,0,0,3025,54,5036,990,32223,0.193010326,0.981818182,0
1,0,1,1,1,1,0,0,0,0,4,0,139,90,107,0.597122302,0.922222222,0
1,0,1,1,0,1,0,0,0,0,257,37,342,246,8679,0.716374269,0.995934959,0
1,1,0,1,0,1,0,0,0,0,2535,1,414,294,5707,0.676328502,0.952380952,0
1,0,1,1,1,1,0,0,0,0,0,1,567,444,485,0.783068783,1,0
1,1,1,1,1,1,0,0,0,0,15,0,356,256,834,0.70505618,0.98046875,0
1,0,1,1,0,1,0,0,0,0,1,0,151,161,666,0.887417219,0.832298137,0
1,1,1,1,0,1,0,0,0,0,253,2,528,434,6812,0.767045455,0.933179724,0
1,0,0,1,0,1,0,0,0,0,6,0,155,104,1462,0.638709677,0.951923077,0
1,0,0,1,0,1,0,0,0,0,9,0,231,225,746,0.896103896,0.92,0
1,1,1,1,0,1,0,0,0,0,61,11,745,640,28833,0.802684564,0.934375,0
1,1,1,1,1,1,0,0,0,0,3756,2,133,107,1583,0.706766917,0.878504673,0
1,0,1,1,0,1,0,0,0,0,37,0,341,221,572,0.607038123,0.936651584,0
1,0,0,1,0,1,0,0,0,0,12,8,766,733,2917,0.91383812,0.954979536,0
1,0,1,1,0,1,0,0,0,0,259,3,442,263,12381,0.497737557,0.836501901,0
1,0,1,1,0,1,0,0,0,0,13,18,1362,562,5299,0.407488987,0.987544484,0
1,0,0,1,0,1,0,0,0,0,0,0,161,86,2511,0.50931677,0.953488372,0
1,0,1,1,1,1,0,0,0,0,3,0,153,168,9,0.960784314,0.875,0
1,0,1,1,1,1,0,0,0,0,6,0,124,94,154,0.758064516,1,0
1,0,0,1,1,1,0,0,0,0,2,1,105,111,861,0.895238095,0.846846847,0
1,0,0,1,0,1,0,0,0,0,109,0,483,361,716,0.718426501,0.961218837,0
1,1,0,1,0,1,0,0,0,0,934,4,1471,263,4428,0.161794697,0.904942966,0
1,0,1,1,1,1,0,0,0,0,3531,9,1110,601,9115,0.484684685,0.895174709,0
1,0,0,1,1,1,0,0,0,0,53,0,168,129,259,0.755952381,0.984496124,0
1,0,1,1,0,1,0,0,0,0,4279,7,2428,2005,18470,0.821252059,0.994513716,0
1,0,0,1,0,1,0,0,0,0,8,0,590,591,2493,0.984745763,0.983079526,0
1,0,1,1,0,1,0,0,0,0,399,0,493,550,1549,0.961460446,0.861818182,0
1,0,0,1,0,1,0,0,0,0,434,42,3621,1708,47918,0.466998067,0.990046838,0
1,0,0,1,0,1,0,0,0,0,4,1,228,180,280,0.745614035,0.944444444,0
1,1,1,1,1,1,0,0,0,0,1903,12,982,425,12834,0.365580448,0.844705882,0
1,1,0,1,0,1,0,0,0,0,77,1,494,309,1172,0.560728745,0.896440129,0
1,1,1,1,1,1,0,0,0,0,834,23,1989,1706,32448,0.834590246,0.973036342,0
1,0,1,1,0,1,0,0,0,0,67,0,227,260,144,0.845814978,0.738461538,0
1,0,0,1,0,1,0,0,0,0,6,1,1292,891,4392,0.66873065,0.96969697,0
1,1,0,1,0,1,0,0,0,0,11,3,182,129,3450,0.703296703,0.992248062,0
1,0,1,1,1,1,0,0,0,0,34,0,177,170,691,0.892655367,0.929411765,0
1,0,1,1,0,1,0,0,0,0,637,10,796,618,6554,0.717336683,0.92394822,0
1,1,0,1,0,1,0,0,0,0,57,4,223,116,1824,0.466367713,0.896551724,0
1,1,1,1,0,1,0,0,0,0,63,2,293,192,3110,0.61774744,0.942708333,0
1,1,1,1,0,1,0,0,0,0,67,0,465,419,922,0.825806452,0.91646778,0
1,1,0,1,0,1,0,0,0,0,123,4,492,305,15703,0.605691057,0.97704918,0
1,1,1,1,1,1,0,0,0,0,121,2,543,598,185,0.957642726,0.869565217,0
1,0,1,1,0,1,0,0,0,0,2,0,109,127,117,0.733944954,0.62992126,0
1,1,0,1,1,1,0,0,0,0,16,1,155,134,2630,0.851612903,0.985074627,0
1,0,1,1,0,1,0,0,0,0,251,1,332,280,3800,0.819277108,0.971428571,0
1,0,1,1,0,1,0,0,0,0,96,1,197,162,1535,0.802030457,0.975308642,0
1,0,0,1,0,1,0,0,0,0,11,0,260,251,363,0.884615385,0.916334661,0
1,1,1,1,0,1,0,0,0,0,1,1,270,210,3597,0.774074074,0.995238095,0
1,1,1,1,0,1,0,0,0,0,3,1,384,394,471,0.934895833,0.911167513,0
1,0,1,1,0,1,0,0,0,0,6,1,234,213,450,0.871794872,0.957746479,0
1,1,0,1,0,1,0,0,0,0,11,19,1437,436,1359,0.295755045,0.974770642,0
1,0,1,1,1,1,0,0,0,0,20,1,198,189,178,0.853535354,0.894179894,0
1,1,1,1,0,1,0,0,0,0,0,0,255,256,604,0.835294118,0.83203125,0
1,1,0,1,0,1,0,0,0,0,11,35,3274,371,5811,0.102932193,0.908355795,0
1,1,0,1,1,1,0,0,0,0,1,1,311,411,733,0.91318328,0.690997567,0
1,1,0,1,0,1,0,0,0,0,31,1,179,85,108,0.452513966,0.952941176,0
1,0,0,1,0,1,0,0,0,0,4,0,89,83,274,0.898876404,0.963855422,0
1,0,1,1,0,1,0,0,0,0,437,2,2134,1993,11114,0.878163074,0.940291019,0
1,0,0,1,0,1,0,0,0,0,19,2,330,182,568,0.481818182,0.873626374,0
1,0,0,1,0,1,0,0,0,0,0,0,198,226,165,0.873737374,0.765486726,0
1,0,0,1,0,1,0,0,0,0,5,0,387,358,4837,0.88630491,0.958100559,0
1,1,0,1,0,1,0,0,0,0,67,3,421,216,5217,0.420427553,0.819444444,0
1,0,1,1,1,1,0,0,0,0,0,0,39,37,30,0.948717949,1,0
1,1,1,1,0,1,0,0,0,0,10,1,199,153,2894,0.72361809,0.941176471,0
1,0,0,1,1,1,0,0,0,0,10,1,833,824,4140,0.943577431,0.953883495,0
1,0,0,1,0,1,0,0,0,0,8,0,358,240,324,0.650837989,0.970833333,0
1,0,1,1,0,1,0,0,0,0,186,3,459,402,5315,0.836601307,0.955223881,0
1,0,1,1,1,1,0,0,0,0,16,0,935,1113,593,0.977540107,0.821203953,0
1,1,1,1,0,1,0,0,0,0,646,50,1928,660,18860,0.337655602,0.986363636,0
1,1,1,1,0,1,0,0,0,0,393,1,289,137,1806,0.408304498,0.861313869,0
1,0,1,1,0,1,0,0,0,0,84,0,326,262,1096,0.739263804,0.919847328,0
1,0,1,1,0,1,0,0,0,0,2,1,1714,2002,759,0.995332555,0.852147852,0
1,1,0,1,0,1,0,0,0,0,296,37,1702,893,5311,0.522326675,0.995520717,0
1,1,0,1,0,1,0,0,0,0,6,1,331,391,903,0.918429003,0.777493606,0
1,1,0,1,0,1,0,0,0,0,4,0,45,43,360,0.822222222,0.860465116,0
1,0,0,1,0,1,0,0,0,0,2356,9,1028,891,7227,0.822957198,0.949494949,0
1,0,1,1,0,1,0,0,0,0,38,26,1233,956,19620,0.769667478,0.992677824,0
1,1,1,1,0,1,0,0,0,0,19,2,244,224,595,0.905737705,0.986607143,0
1,0,0,1,0,1,0,0,0,0,14,0,576,550,1215,0.944444444,0.989090909,0
1,0,1,1,1,1,0,0,0,0,5,3,823,585,634,0.664641555,0.935042735,0
1,0,0,1,1,1,0,0,0,0,40,54,2064,1451,2941,0.691375969,0.983459683,0
1,0,0,1,0,1,0,0,0,0,173,3,1021,878,3784,0.788442703,0.916856492,0
1,1,1,1,1,1,0,0,0,0,4,0,71,68,185,0.915492958,0.955882353,0
1,0,1,1,0,1,0,0,0,0,21,3,149,150,288,0.979865772,0.973333333,0
1,1,1,1,0,1,0,0,0,0,1,1,288,315,440,0.909722222,0.831746032,0
1,0,1,1,1,1,0,0,0,0,36,1,400,385,1799,0.855,0.888311688,0
1,1,0,1,1,1,0,0,0,0,2899,13,7809,7026,1200,0.883083621,0.981497296,0
1,1,1,1,0,1,0,0,0,0,355,0,294,168,1336,0.476190476,0.833333333,0
1,1,1,1,1,1,0,0,0,0,59,3,160,95,648,0.55625,0.936842105,0
1,0,1,1,0,1,0,0,0,0,219,1,199,183,225,0.834170854,0.907103825,0
1,0,0,1,0,1,0,0,0,0,40,1,249,171,276,0.686746988,1,0
1,0,0,1,1,1,0,0,0,0,1,0,684,746,892,0.947368421,0.868632708,0
1,1,1,1,0,1,0,0,0,0,8,2,1283,1408,4775,0.893219018,0.813920455,0
1,1,1,1,0,1,0,0,0,0,15,0,572,527,446,0.917832168,0.996204934,0
1,1,0,1,0,1,0,0,0,0,53,2,1054,1005,1580,0.917457306,0.962189055,0
1,1,1,1,0,1,0,0,0,0,231,3,332,282,2541,0.819277108,0.964539007,0
1,1,1,1,0,1,0,0,0,0,3,0,173,156,205,0.76300578,0.846153846,0
1,0,1,1,0,1,0,0,0,0,89,0,300,289,982,0.95,0.98615917,0
1,0,1,1,0,1,0,0,0,0,1,2,231,192,630,0.787878788,0.947916667,0
1,1,1,1,0,1,0,0,0,0,25,0,190,179,512,0.863157895,0.916201117,0
1,0,0,1,1,1,0,0,0,0,135,8,806,723,6566,0.810173697,0.903181189,0
1,0,1,1,0,1,0,0,0,0,2215,13,1815,1526,16432,0.809917355,0.963302752,0
1,1,1,1,0,1,0,0,0,0,1492,2,462,291,16490,0.588744589,0.934707904,0
1,0,0,1,0,1,0,0,0,0,2,0,100,95,26,0.92,0.968421053,0
1,1,0,1,0,1,0,0,0,0,2,3,242,200,9317,0.814049587,0.985,0
1,0,1,1,0,1,0,0,0,0,5,1,303,296,891,0.917491749,0.939189189,0
1,1,1,1,0,1,0,0,0,0,263,0,194,106,1325,0.469072165,0.858490566,0
1,1,1,1,0,1,0,0,0,0,24,1,635,432,2186,0.634645669,0.93287037,0
1,0,1,1,0,1,0,0,0,0,426,1,192,171,1924,0.822916667,0.923976608,0
1,0,1,1,0,1,0,0,0,0,17,0,82,70,189,0.719512195,0.842857143,0
1,0,0,1,0,1,0,0,0,0,3,4,1151,845,3316,0.658557776,0.89704142,0
1,0,1,1,0,1,0,0,0,0,1204,10,3311,2023,10677,0.606765328,0.993079585,0
1,0,1,1,1,1,0,0,0,0,10,0,552,580,1080,0.851449275,0.810344828,0
1,0,0,1,1,1,0,0,0,0,15,0,492,475,1828,0.853658537,0.884210526,0
1,0,0,1,0,1,0,0,0,0,3,0,133,120,798,0.819548872,0.908333333,0
1,1,0,1,0,1,0,0,0,0,190,0,169,161,642,0.781065089,0.819875776,0
1,0,1,1,1,1,0,0,0,0,557,0,311,161,2818,0.469453376,0.906832298,0
1,1,1,1,0,1,0,0,0,0,25,1,335,288,1260,0.701492537,0.815972222,0
1,0,1,1,0,1,0,0,0,0,6,2,1007,855,4279,0.654419067,0.770760234,0
1,0,0,1,1,1,0,0,0,0,6,3,483,423,49,0.863354037,0.985815603,0
1,0,0,1,1,1,0,0,0,0,1,0,154,131,362,0.720779221,0.847328244,0
1,1,1,1,1,1,0,0,0,0,13,5,1147,1237,3427,0.929380994,0.861762328,0
1,0,1,1,0,1,0,0,0,0,0,0,140,138,52,0.971428571,0.985507246,0
1,0,1,1,0,1,0,0,0,0,1834,16,1646,1546,24423,0.915552855,0.974773609,0
1,0,1,1,1,1,0,0,0,0,145,2,1564,2003,1670,0.964194373,0.752870694,0
1,0,0,1,1,1,0,0,0,0,14,0,379,374,1206,0.823218997,0.834224599,0
1,0,1,1,0,1,0,0,0,0,266,1,245,156,2161,0.571428571,0.897435897,0
1,1,1,1,0,1,0,0,0,0,17,0,579,569,518,0.873920553,0.889279438,0
1,0,1,1,1,1,0,0,0,0,236,0,690,880,1379,0.968115942,0.759090909,0
1,0,1,1,0,1,0,0,0,0,281,1,375,274,3332,0.68,0.930656934,0
1,1,1,1,0,1,0,0,0,0,47,2,231,173,4235,0.692640693,0.924855491,0
1,0,1,1,0,1,0,0,0,0,163,0,183,159,1075,0.857923497,0.987421384,0
1,0,1,1,1,1,0,0,0,0,2,0,326,342,438,0.990797546,0.944444444,0
1,0,0,1,1,1,0,0,0,0,0,0,61,51,103,0.803278689,0.960784314,0
1,1,1,1,1,1,0,0,0,0,19,4,2108,1993,2053,0.927419355,0.980933266,0
1,0,1,1,1,1,0,0,0,0,1,1,142,126,639,0.845070423,0.952380952,0
1,1,1,1,0,1,0,0,0,0,457,1,161,6,3863,0.037267081,1,0
1,1,1,1,0,1,0,0,0,0,37,1,131,110,1573,0.824427481,0.981818182,0
1,0,1,1,0,1,0,0,0,0,6,0,40,26,506,0.6,0.923076923,0
1,1,0,1,0,1,0,0,0,0,42,5,336,310,1823,0.842261905,0.912903226,0
1,1,0,1,0,1,0,0,0,0,16,2,103,85,1598,0.747572816,0.905882353,0
1,0,0,1,0,1,0,0,0,0,60,0,169,134,768,0.769230769,0.970149254,0
1,0,1,1,1,1,0,0,0,0,767,0,462,475,1350,0.922077922,0.896842105,0
1,1,1,1,0,1,0,0,0,0,810,6,889,541,2386,0.46344207,0.76155268,0
1,0,0,1,0,1,0,0,0,0,62,3,936,935,741,0.981837607,0.982887701,0
1,0,0,1,0,1,0,0,0,0,216,0,113,89,217,0.646017699,0.820224719,0
1,1,1,1,0,1,0,0,0,0,176,0,630,534,1550,0.801587302,0.945692884,0
1,0,0,1,1,1,0,0,0,0,3,0,131,105,438,0.755725191,0.942857143,0
1,0,1,1,0,1,0,0,0,0,216,0,389,218,2074,0.508997429,0.908256881,0
1,0,1,1,1,1,0,0,0,0,1,1,261,307,1188,0.961685824,0.817589577,0
1,0,1,1,0,1,0,0,0,0,159,0,288,221,2698,0.746527778,0.972850679,0
1,0,1,1,0,1,0,0,0,0,6,0,285,258,1347,0.887719298,0.980620155,0
1,0,1,1,0,1,0,0,0,0,20,2,650,612,1148,0.910769231,0.967320261,0
1,0,0,1,0,1,0,0,0,0,87,1,634,539,3511,0.804416404,0.94619666,0
1,1,0,1,0,1,0,0,0,0,105,0,484,389,3693,0.739669421,0.920308483,0
1,0,0,1,0,1,0,0,0,0,18,11,1018,737,9950,0.7043222,0.972862958,0
1,0,1,1,0,1,0,0,0,0,30,3,926,906,15238,0.885529158,0.905077263,0
1,0,0,1,0,1,0,0,0,0,58,0,66,72,195,0.803030303,0.736111111,0
1,1,1,1,0,1,0,0,0,0,390,0,358,306,3053,0.798882682,0.934640523,0
1,0,0,1,0,1,0,0,0,0,1015,3,375,365,1086,0.930666667,0.956164384,0
1,0,1,1,1,1,0,0,0,0,138,1,219,225,977,0.931506849,0.906666667,0
1,1,1,1,0,1,0,0,0,0,61,9,411,207,2846,0.493917275,0.980676329,0
1,0,1,1,1,1,0,0,0,0,0,1,268,251,948,0.888059701,0.948207171,0
1,0,1,1,0,1,0,0,0,0,80,2,867,857,3134,0.874279123,0.884480747,0
1,1,0,1,0,1,0,0,0,0,148,0,436,318,2171,0.717889908,0.98427673,0
1,0,1,1,0,1,0,0,0,0,417,1,429,354,1583,0.668997669,0.810734463,0
1,1,0,1,0,1,0,0,0,0,0,0,73,82,69,0.945205479,0.841463415,0
1,1,1,1,0,1,0,0,0,0,437,1,297,292,2177,0.919191919,0.934931507,0
1,1,0,1,0,1,0,0,0,0,0,3,2133,2006,1848,0.894045945,0.950648056,0
1,0,1,1,0,1,0,0,0,0,401,3,230,187,2230,0.708695652,0.871657754,0
1,0,0,1,0,1,0,0,0,0,1,0,327,315,165,0.948012232,0.984126984,0
1,0,0,1,0,1,0,0,0,0,105,18,1973,1964,17681,0.894576787,0.898676171,0
1,1,1,1,1,1,0,0,0,0,547,9,1174,873,5845,0.612436116,0.823596793,0
1,0,1,1,0,1,0,0,0,0,461,1,296,320,3144,0.800675676,0.740625,0
1,1,1,1,0,1,0,0,0,0,124,1,574,540,5544,0.909407666,0.966666667,0
1,1,0,1,0,1,0,0,0,0,38,3,780,699,556,0.66025641,0.73676681,0
1,1,1,1,0,1,0,0,0,0,34,22,1097,283,660,0.243391067,0.943462898,0
1,0,0,1,0,1,0,0,0,0,8,0,462,396,331,0.772727273,0.901515152,0
1,0,0,1,1,1,0,0,0,0,59,4,503,491,4633,0.827037773,0.847250509,0
1,0,0,1,0,1,0,0,0,0,1069,14,2356,2000,13511,0.84762309,0.9985,0
1,0,0,1,0,1,0,0,0,0,0,0,544,492,4,0.856617647,0.947154472,0
1,0,1,1,0,1,0,0,0,0,36,0,108,123,1420,0.861111111,0.756097561,0
1,1,1,1,1,1,0,0,0,0,11,2,379,278,1277,0.725593668,0.989208633,0
1,0,1,1,0,1,0,0,0,0,43,5,1223,1105,2692,0.742436631,0.821719457,0
1,0,0,1,1,1,0,0,0,0,8,2,456,459,2882,0.932017544,0.925925926,0
0,0,1,1,0,1,0,0,0,0,504,1,196,154,2500,0.653061224,0.831168831,0
1,0,1,1,0,1,0,0,0,0,2,0,112,81,847,0.714285714,0.987654321,0
1,1,1,1,0,1,0,0,0,0,580,18,1838,1513,19978,0.813928183,0.988764045,0
1,0,0,1,1,1,0,0,0,0,204,0,105,73,668,0.676190476,0.97260274,0
1,0,0,1,0,1,0,0,0,0,83,1,439,483,2388,0.922551253,0.838509317,0
1,0,0,1,0,1,0,0,0,0,1,0,295,339,146,0.966101695,0.840707965,0
1,0,1,1,0,1,0,0,0,0,1686,2,335,244,4542,0.617910448,0.848360656,0
1,0,1,1,0,1,0,0,0,0,381,7,808,752,22679,0.88490099,0.950797872,0
1,0,0,1,0,1,0,0,0,0,28,2,217,202,6151,0.907834101,0.975247525,0
1,0,1,1,0,1,0,0,0,0,0,2,248,292,576,0.995967742,0.845890411,0
1,0,0,1,0,1,0,0,0,0,1,0,81,80,129,0.962962963,0.975,0
1,0,1,1,0,1,0,0,0,0,37,3,947,610,8784,0.595564942,0.924590164,0
1,0,1,1,0,1,0,0,0,0,290,0,396,339,2291,0.686868687,0.802359882,0
1,0,0,1,0,1,0,0,0,0,1,0,73,75,145,0.97260274,0.946666667,0
1,0,1,1,1,1,0,0,0,0,0,3,571,472,1029,0.740805604,0.896186441,0
1,1,0,1,0,1,0,0,0,0,1740,10,2484,1975,16722,0.77979066,0.980759494,0
1,0,0,1,0,1,0,0,0,0,22,1,1105,1041,1406,0.92760181,0.984630163,0
1,0,1,1,0,1,0,0,0,0,88,9,1640,1661,18528,0.930487805,0.91872366,0
1,1,0,1,0,1,0,0,0,0,511,0,216,226,1166,0.787037037,0.752212389,0
1,1,1,1,1,1,0,0,0,0,39,6,1518,1667,3266,0.874176548,0.796040792,0
1,0,1,1,0,1,0,0,0,0,35,0,101,92,507,0.900990099,0.989130435,0
1,0,0,1,1,1,0,0,0,0,160,0,395,282,1019,0.686075949,0.960992908,0
1,1,1,1,0,1,0,0,0,0,275,2,546,575,1401,0.967032967,0.91826087,0
1,1,0,1,0,1,0,0,0,0,66,3,372,308,203,0.674731183,0.814935065,0
1,1,1,1,0,1,0,0,0,0,0,15,681,115,3866,0.089574156,0.530434783,0
1,0,0,1,0,1,0,0,0,0,69,2,421,392,669,0.923990499,0.992346939,0
1,0,1,1,1,1,0,0,0,0,8,1,1239,1173,1128,0.924939467,0.976982097,0
1,1,1,1,0,1,0,0,0,0,13,1,107,15,986,0.140186916,1,0
1,0,1,1,0,1,0,0,0,0,1,2,220,153,638,0.681818182,0.980392157,0
1,1,1,1,0,1,0,0,0,0,4,0,70,56,124,0.785714286,0.982142857,0
1,0,1,1,0,1,0,0,0,0,2,0,39,30,108,0.743589744,0.966666667,0
1,1,0,1,0,1,0,0,0,0,70,1,328,13,6532,0.039634146,1,0
1,0,1,1,0,1,0,0,0,0,0,0,384,344,899,0.890625,0.994186047,0
1,0,1,1,0,1,0,0,0,0,54,13,798,776,1878,0.92481203,0.951030928,0
0,0,0,1,1,1,0,0,0,0,412,5,601,576,8639,0.941763727,0.982638889,0
1,0,1,1,0,1,0,0,0,0,3,0,243,224,842,0.835390947,0.90625,0
1,0,1,1,0,1,0,0,0,0,86,0,198,132,1911,0.611111111,0.916666667,0
1,0,0,1,0,1,0,0,0,0,0,1,88,78,20,0.886363636,1,0
1,1,0,1,0,1,0,0,0,0,235,1,1891,1912,6652,0.982548916,0.971757322,0
1,0,0,1,0,1,0,0,0,0,84,2,287,6,1587,0.013937282,0.666666667,0
1,0,0,1,0,1,0,0,0,0,5,18,267,313,24,0.970037453,0.827476038,0
1,1,1,1,0,1,0,0,0,0,4,4,313,283,1766,0.830670927,0.918727915,0
1,0,0,1,0,1,0,0,0,0,20,1,55,52,77,0.909090909,0.961538462,0
1,1,0,1,1,1,0,0,0,0,344,1,686,698,3119,0.981049563,0.964183381,0
1,1,0,1,0,1,0,0,0,0,39,4,894,914,2642,0.973154362,0.951859956,0
1,0,1,1,1,1,0,0,0,0,274,1,380,432,1780,0.936842105,0.824074074,0
1,1,1,1,0,1,0,0,0,0,0,0,149,156,293,0.939597315,0.897435897,0
1,0,1,1,1,1,0,0,0,0,38,0,442,481,853,0.932126697,0.856548857,0
1,1,1,1,0,1,0,0,0,0,98,4,420,362,1843,0.742857143,0.861878453,0
1,1,1,1,1,1,0,0,0,0,69,0,312,227,2222,0.692307692,0.95154185,0
1,1,1,1,0,1,0,0,0,0,12,18,1587,566,1171,0.347195967,0.973498233,0
1,0,1,1,0,1,0,0,0,0,24,0,255,263,178,0.937254902,0.908745247,0
1,0,0,1,0,1,0,0,0,0,336,2,381,408,2069,0.918635171,0.857843137,0
1,0,1,1,1,1,0,0,0,0,0,2,244,239,373,0.93852459,0.958158996,0
1,0,1,1,1,1,0,0,0,0,40,1,333,345,2368,0.867867868,0.837681159,0
1,0,1,1,1,1,0,0,0,0,130,0,414,418,825,0.951690821,0.942583732,0
1,0,0,1,1,1,0,0,0,0,2,0,45,48,173,0.955555556,0.895833333,0
1,0,1,1,0,1,0,0,0,0,53,0,601,715,530,0.885191348,0.744055944,0
1,0,0,1,0,1,0,0,0,0,1,0,228,227,608,0.929824561,0.933920705,0
1,1,0,1,0,1,0,0,0,0,7,0,192,197,266,0.96875,0.944162437,0
1,0,0,1,1,1,0,0,0,0,52,0,131,115,58,0.870229008,0.991304348,0
1,1,1,1,0,1,0,0,0,0,99,0,282,248,1133,0.829787234,0.943548387,0
1,0,1,1,0,1,0,0,0,0,1,0,103,126,154,0.961165049,0.785714286,0
1,0,0,1,0,1,0,0,0,0,66,0,387,423,1225,0.868217054,0.794326241,0
1,0,1,1,1,1,0,0,0,0,58,0,1473,1622,998,0.964697895,0.876078915,0
1,0,1,1,0,1,0,0,0,0,19,0,625,614,1280,0.976,0.993485342,0
1,0,1,1,0,1,0,0,0,0,27,0,569,332,2391,0.53602812,0.918674699,0
1,0,0,1,0,1,0,0,0,0,95,0,163,127,301,0.558282209,0.716535433,0
1,0,0,1,0,1,0,0,0,0,587,0,211,179,3098,0.758293839,0.893854749,0
1,0,1,1,0,1,0,0,0,0,12,1,419,399,1167,0.804295943,0.844611529,0
1,1,1,1,0,1,0,0,0,0,7,0,171,165,250,0.894736842,0.927272727,0
1,0,0,1,1,1,0,0,0,0,6,0,310,329,1681,0.95483871,0.899696049,0
1,0,1,1,0,1,0,0,0,0,21,3,477,291,3717,0.471698113,0.773195876,0
1,0,0,1,0,1,0,0,0,0,1,0,132,124,199,0.909090909,0.967741935,0
1,0,1,1,1,1,0,0,0,0,95,0,72,63,402,0.791666667,0.904761905,0
1,0,1,1,0,1,0,0,0,0,1510,2,743,687,2453,0.913862719,0.988355167,0
1,0,1,1,0,1,0,0,0,0,0,1,350,362,6595,0.831428571,0.803867403,0
1,1,0,1,0,1,0,0,0,0,4,6,1788,1623,219,0.9049217,0.996919285,0
1,0,1,1,0,1,0,0,0,0,9,0,119,108,991,0.865546218,0.953703704,0
1,0,1,1,0,1,0,0,0,0,519,0,230,165,2549,0.695652174,0.96969697,0
1,0,0,1,0,1,0,0,0,0,14,0,105,98,344,0.933333333,1,0
1,0,0,1,0,1,0,0,0,0,1,1,106,90,657,0.830188679,0.977777778,0
1,0,0,1,1,1,0,0,0,0,645,2,231,220,2464,0.9004329,0.945454545,0
1,0,1,1,0,1,0,0,0,0,8,0,609,577,812,0.942528736,0.994800693,0
1,0,0,1,0,1,0,0,0,0,3,1,532,537,1142,0.954887218,0.945996276,0
1,0,0,1,0,1,0,0,0,0,1,0,92,96,399,0.891304348,0.854166667,0
1,1,0,1,0,1,0,0,0,0,0,0,150,25,144,0.153333333,0.92,0
1,0,0,1,0,1,0,0,0,0,363,10,2964,2484,2437,0.805668016,0.961352657,0
1,1,1,1,0,1,0,0,0,0,2401,6,1810,1016,6991,0.536464088,0.955708661,0
1,0,1,1,1,1,0,0,0,0,29,0,160,133,1045,0.76875,0.92481203,0
1,0,1,1,0,1,0,0,0,0,41,4,431,279,862,0.524361949,0.810035842,0
1,1,0,1,0,1,0,0,0,0,0,1,302,290,1181,0.920529801,0.95862069,0
1,0,1,1,0,1,0,0,0,0,7,0,209,197,106,0.913875598,0.969543147,0
1,0,0,1,0,1,0,0,0,0,157,11,1282,1183,17158,0.897815913,0.972950127,0
1,0,1,1,1,1,0,0,0,0,1,0,159,129,2517,0.79245283,0.976744186,0
1,1,1,1,1,1,0,0,0,0,1318,4,862,672,11092,0.758700696,0.973214286,0
1,0,0,1,1,1,0,0,0,0,4,0,109,131,92,0.963302752,0.801526718,0
1,1,0,1,1,1,0,0,0,0,46,0,84,77,635,0.916666667,1,0
1,1,0,1,0,1,0,0,0,0,0,0,137,26,2417,0.153284672,0.807692308,0
1,1,1,1,0,1,0,0,0,0,6,0,233,158,1121,0.665236052,0.981012658,0
1,0,1,1,0,1,0,0,0,0,8,0,126,122,47,0.952380952,0.983606557,0
1,0,0,1,0,1,0,0,0,0,121,0,5082,62,1421,0.007083825,0.580645161,0
1,0,1,1,0,1,0,0,0,0,142,0,1465,1428,8021,0.913993174,0.93767507,0
1,0,1,1,1,1,0,0,0,0,2431,10,1434,1066,18427,0.683403068,0.919324578,0
1,0,0,1,0,1,0,0,0,0,2,0,143,136,253,0.846153846,0.889705882,0
1,1,1,1,0,1,0,0,0,0,14,0,684,693,2032,0.912280702,0.9004329,0
1,0,1,1,1,1,0,0,0,0,1,1,235,216,231,0.85106383,0.925925926,0
1,1,1,1,1,1,0,0,0,0,186,0,755,909,2177,0.868874172,0.721672167,0
1,0,0,1,0,1,0,0,0,0,588,1,391,309,2487,0.728900256,0.922330097,0
