,has_description,has_url,is_geo_enabled,has_twice_number_followers,has_default_profile,has_profile_image,has_100_friends_1_follower_ratio,has_50_friends_1_follower_ratio,is_protected,is_verified,num_favourites,num_list,num_followers,num_friends,statuses_count,is_bot
9875,1,0,0,1,1,1,0,0,0,0,1361,3,175,160,1074,0
9876,1,0,0,0,1,1,0,0,0,0,485,1,53,188,236,0
9877,0,0,1,1,1,1,0,0,0,0,7380,0,244,250,5058,0
9878,1,0,0,1,1,1,1,1,0,0,66,0,0,0,120,0
9879,1,0,0,1,1,1,1,1,0,0,109,0,0,0,290,0
9880,1,0,0,1,0,1,0,0,0,0,9249,24,815,458,17605,0
9881,1,0,0,1,1,1,0,0,0,0,461,0,15,25,998,0
9882,1,0,0,1,1,1,0,0,0,0,8882,2,137,122,4217,0
9883,1,0,0,1,0,1,0,0,0,0,21025,1,217,229,7771,0
9884,1,0,0,1,1,1,1,1,0,0,44,0,0,0,125,0
9885,1,1,0,0,0,1,0,0,0,0,24,5,301,643,443,0
9886,1,0,1,1,0,1,0,0,0,0,20559,68,1706,814,53012,0
9887,0,0,1,1,0,1,0,0,0,0,2213,0,198,62,9879,0
9888,1,0,0,1,0,1,0,0,0,0,819,1,185,368,1655,0
9889,0,0,0,1,1,1,1,1,0,0,338,0,0,0,665,0
9890,0,0,0,1,0,1,0,0,0,0,1,6,73,0,412,0
9891,0,0,0,1,1,1,0,0,0,0,1312,1,13,0,1933,0
9892,0,0,1,1,0,1,0,0,0,0,5977,1,137,110,4197,0
9893,1,0,1,0,0,1,0,0,0,0,4871,1,216,1363,8861,0
9894,1,1,1,1,0,1,0,0,0,0,11216,1,848,1187,15291,0
9895,1,0,0,1,1,1,1,1,0,0,18,0,0,0,156,0
9896,1,0,0,0,0,1,0,0,0,0,325,1,129,480,701,0
9897,0,0,0,1,1,1,0,0,0,0,1165,1,13,0,1841,0
9898,1,0,0,1,1,1,1,1,0,0,82,0,0,0,142,0
9899,1,1,1,1,0,1,0,0,0,0,536,1,359,272,4429,0
9900,1,0,1,0,1,1,0,0,0,0,4302,7,244,904,10016,0
9901,1,0,0,1,1,1,0,0,0,0,14820,1,225,92,1505,0
9902,1,0,1,1,0,1,0,0,0,0,2960,2,337,228,13242,0
9903,1,0,0,1,1,1,0,0,0,0,118,0,1,0,211,0
9904,1,0,0,1,1,1,1,1,0,0,129,1,0,0,157,0
9905,1,0,1,1,1,1,0,0,0,0,26662,0,176,290,10277,0
9906,1,0,1,1,0,1,0,0,0,0,15,0,22,0,179,0
9907,0,0,1,1,0,1,0,0,0,0,360,3,988,381,6431,0
9908,1,0,1,1,0,1,0,0,0,0,56360,8,1000,407,41914,0
9909,1,0,0,0,0,1,0,0,0,0,239,1,18,39,333,0
9910,1,0,0,1,1,1,1,1,0,0,96,0,0,0,224,0
9911,1,0,0,0,0,1,0,0,0,0,10760,2,147,566,2671,0
9912,1,0,0,1,1,1,0,0,0,0,44,0,1,0,132,0
9913,1,0,1,0,0,0,0,0,0,0,301,156,723,1869,28686,0
9914,1,1,1,1,0,1,0,0,0,0,991,17,1857,0,31675,0
9915,0,0,0,1,0,1,0,0,0,0,11,0,9,0,223,0
9916,1,1,1,1,0,1,0,0,0,0,1549,1,59,0,2662,0
9917,1,0,0,0,0,1,0,0,0,0,1593,6,107,285,2236,0
9918,1,0,1,1,0,1,0,0,0,0,587,3,145,0,1046,0
9919,0,0,1,1,1,1,0,0,0,0,151,0,186,0,2780,0
9920,1,0,1,1,0,1,0,0,0,0,7292,5,436,224,17820,0
9921,1,0,0,1,0,1,0,0,0,0,267327,404,4262,1319,401720,0
9922,1,0,1,1,1,1,0,0,0,0,22,0,47,0,1437,0
9923,1,0,0,1,1,1,0,0,0,0,9223,93,3523,3349,15724,0
9924,0,0,0,1,1,1,0,0,0,0,2730,1,342,258,2479,0
9925,0,0,0,0,1,1,0,0,0,0,253,1,87,1025,352,0
9926,1,1,1,1,0,1,0,0,0,0,2494,2,44,0,6131,0
9927,1,1,1,1,1,1,0,0,0,0,21062,1,204,255,5594,0
9928,1,0,0,1,0,1,0,0,0,0,115036,142,978,258,172798,0
9929,1,0,0,1,1,1,0,0,0,0,113,0,1,0,215,0
9930,1,0,1,1,0,1,0,0,0,0,14708,257,11709,177,28928,0
9931,0,0,0,1,0,1,0,0,0,0,162,1,17,31,304,0
9932,1,0,0,1,1,1,1,1,0,0,54,0,0,0,119,0
9933,1,1,1,1,0,1,0,0,0,0,2440,1264,3835,5001,77406,0
9934,0,1,0,1,1,1,0,0,0,0,692,0,16,0,1139,0
9935,1,0,0,1,0,1,0,0,0,0,38,0,24,0,203,0
9936,1,0,0,0,1,1,0,0,0,0,14460,43,1430,3112,26891,0
9937,1,0,0,0,1,1,0,0,0,0,278,1,129,302,3007,0
9938,1,0,0,1,1,1,0,0,0,0,198,1,44,0,299,0
9939,1,0,1,0,1,1,0,0,0,0,5161,1,892,2040,5259,0
9940,1,0,0,1,1,1,0,0,0,0,38,0,3,0,97,0
9941,1,1,1,1,0,1,0,0,0,0,27222,4,190,295,21480,0
9942,1,0,1,1,1,1,0,0,0,0,15223,4,1115,817,11934,0
9943,1,1,1,1,0,1,0,0,0,1,3233,29,1292,711,2688,0
9944,0,0,1,0,1,1,0,0,0,0,1255,1,42,916,1936,0
9945,1,0,0,0,0,1,0,0,0,0,2195,3,93,801,3181,0
9946,1,0,0,1,1,1,1,1,0,0,178,3,0,0,298,0
9947,1,0,0,1,1,1,0,0,0,0,1936,0,83,0,2259,0
9948,1,1,1,1,0,1,0,0,0,0,76981,3,782,363,12390,0
9949,0,0,0,0,0,1,0,0,0,0,1865,1,41,326,2874,0
9950,1,0,1,0,1,1,0,0,0,0,8324,8,553,1476,5428,0
9951,0,0,0,1,1,1,0,0,0,0,3138,6,202,227,1461,0
9952,1,1,0,1,0,1,0,0,0,0,13333,518,8065,2052,108272,0
9953,1,1,0,0,1,1,0,0,0,0,173,7,367,1510,1241,0
9954,1,0,1,1,0,1,0,0,0,0,5411,14,286,407,4403,0
9955,1,0,1,0,0,1,0,0,0,0,7381,8,143,518,5458,0
9956,1,0,1,0,1,1,0,0,0,0,2912,22,251,1003,14595,0
9957,1,0,0,1,1,1,0,0,0,0,390,0,2,0,792,0
9958,1,0,0,1,1,1,1,1,0,0,147,0,0,0,249,0
9959,0,0,1,1,0,1,0,0,0,0,38690,4,375,343,14701,0
9960,1,0,1,1,0,1,0,0,0,0,36569,1,836,399,5636,0
9961,1,0,1,1,0,1,0,0,0,0,6088,3,967,0,26596,0
9962,1,0,1,1,1,1,0,0,0,0,2072,0,149,0,5384,0
9963,0,0,0,1,1,0,0,0,0,0,2,1,31,0,305,0
9964,1,1,1,0,0,1,0,0,0,0,3197,127,1173,3219,17042,0
9965,1,0,1,0,0,1,0,0,0,0,3266,3,71,202,3579,0
9966,1,0,0,1,1,1,1,1,0,0,66,1,0,0,174,0
9967,1,0,1,1,1,1,0,0,0,0,9968,7,152,143,7122,0
9968,1,1,1,1,0,1,0,0,0,0,6,0,86,0,317,0
9969,1,0,0,1,1,1,0,0,0,0,22635,2,965,612,4452,0
9970,1,0,0,1,0,1,0,0,0,0,27,0,73,0,430,0
9971,1,0,0,1,1,1,0,0,0,0,85,0,30,0,207,0
9972,1,0,0,1,1,1,0,0,0,0,295,0,181,0,3477,0
9973,1,0,1,0,0,1,0,0,0,0,1801,5,106,427,3298,0
9974,1,1,0,1,1,1,0,0,0,0,505,5,204,118,4324,0
9975,1,1,1,1,0,1,0,0,0,0,6888,3,692,1191,28229,0
9976,0,1,1,1,1,1,0,0,0,0,16258,120,1487,826,41696,0
9977,1,0,0,1,1,1,1,1,0,0,141,0,0,0,199,0
9978,0,1,1,0,0,1,0,0,0,0,1054,0,5,34,1768,0
9979,1,0,0,1,1,1,0,0,0,0,57,0,1,0,120,0
9980,1,0,1,1,1,1,0,0,0,0,6554,0,108,67,7513,0
9981,1,0,0,1,1,1,0,0,0,0,18,0,24,0,707,0
9982,1,1,0,1,1,1,0,0,0,0,1259,6,86,16,2771,0
9983,1,1,0,1,1,1,0,0,0,0,745,0,158,307,600,0
9984,0,0,1,0,0,1,0,0,0,0,1268,0,30,251,1772,0
9985,1,0,1,0,0,1,0,0,0,0,32014,1,85,733,3527,0
9986,1,0,1,1,1,1,0,0,0,0,45,0,26,0,141,0
9987,1,1,1,1,1,1,0,0,0,0,227,14,129,43,933,0
9988,1,1,1,0,1,1,0,0,0,0,694,3,77,184,2361,0
9989,1,0,1,1,0,1,0,0,0,0,273086,180,1961,1718,227780,0
9990,1,0,1,1,0,1,0,0,0,0,4523,3,810,157,31739,0
9991,1,1,0,1,1,1,0,0,0,0,1105,2,604,449,12459,0
9992,0,1,0,1,1,1,0,0,0,0,9885,8,170,297,22630,0
9993,1,0,1,1,0,1,0,0,0,0,11449,2,914,893,22474,0
9994,1,0,1,1,0,1,0,0,0,0,29916,19,1672,734,161393,0
9995,1,0,1,1,1,1,0,0,0,0,47034,9,299,492,8964,0
9996,1,1,1,1,0,1,0,0,0,0,4116,110,579,835,27946,0
9997,1,0,1,0,0,1,0,0,0,0,41896,1,290,606,39149,0
9998,1,0,0,1,0,1,0,0,0,0,15828,207,1994,158,17897,0
9999,0,1,0,1,1,1,0,0,0,0,20,0,20,0,529,0
10000,1,0,1,0,0,1,0,0,0,0,2498,0,57,360,7665,0
10001,1,0,1,1,0,1,0,0,0,0,22884,7,606,363,73186,0
10002,1,0,0,1,1,1,1,1,0,0,108,0,0,0,191,0
10003,0,0,0,0,0,1,0,0,0,0,2134,0,35,73,2762,0
10004,1,0,0,1,1,1,0,0,0,0,20,0,22,0,134,0
10005,1,1,0,1,1,1,0,0,0,0,6642,0,180,172,3358,0
10006,1,0,0,1,1,1,1,1,0,0,70,0,0,0,190,0
10007,1,1,0,1,0,1,0,0,0,0,23169,135,2852,362,16097,0
10008,1,0,1,1,1,1,0,0,0,0,2116,0,406,350,1926,0
10009,1,0,1,1,0,1,0,0,0,0,6356,2,439,346,9788,0
10010,1,0,0,1,0,1,0,0,0,0,1831,4,92,62,6107,0
10011,0,0,0,1,0,1,0,0,0,0,1291,8,587,566,57477,0
10012,1,1,1,1,0,1,0,0,0,0,39888,16,835,407,15634,0
10013,1,1,1,1,0,1,0,0,0,0,3576,7,974,606,114058,0
10014,1,0,0,1,0,1,0,0,0,0,2312,1,175,0,3092,0
10015,0,0,0,1,0,1,0,0,0,0,2777,1,126,114,6721,0
10016,0,0,1,1,1,1,0,0,0,0,4112,3,783,455,12134,0
10017,0,0,1,0,0,1,0,0,0,0,22,1,40,556,110,0
10018,1,0,0,1,1,1,1,1,0,0,87,0,0,0,233,0
10019,1,1,0,1,1,1,0,0,0,0,615,30,248,108,1422,0
10020,1,0,0,1,0,1,0,0,0,0,201253,15,4547,879,97422,0
10021,1,0,0,1,0,1,0,0,0,0,726,6,107,119,1331,0
10022,1,1,0,1,0,1,0,0,0,0,10,3,439,0,641,0
10023,1,0,1,1,0,1,0,0,0,0,36627,17,642,629,22411,0
10024,1,0,0,0,0,1,0,0,0,0,15340,42,548,1858,105612,0
10025,0,0,1,1,0,1,0,0,0,0,2276,7,109,0,5126,0
10026,1,0,0,1,0,1,0,0,0,0,1864,5,127,0,2863,0
10027,1,1,0,1,0,1,0,0,0,0,5943,115,1354,1066,7133,0
10028,1,1,0,1,0,1,0,0,0,0,628,96,3089,2075,3647,0
10029,0,0,0,1,1,1,0,0,0,0,420,20,912,238,1120,0
10030,1,1,1,1,0,1,0,0,0,0,2088,2,31,45,4311,0
10031,1,1,0,1,1,1,0,0,0,0,3187,14,1224,63,9044,0
10032,1,0,0,1,0,1,0,0,0,0,925,25,824,331,752,0
10033,1,0,1,1,1,1,0,0,0,0,2574,6,221,160,3010,0
10034,1,0,0,1,0,1,0,0,0,0,8766,0,303,293,5536,0
10035,0,0,0,1,1,1,0,0,0,0,255,0,48,0,373,0
10036,0,0,1,0,1,0,1,1,0,0,18,0,2,855,185,0
10037,1,0,0,0,0,1,0,0,0,0,1632,4,165,656,5060,0
10038,1,1,1,1,0,1,0,0,0,0,26128,362,2342,1967,26315,0
10039,1,1,1,0,1,1,0,0,0,0,575,3,245,641,295,0
10040,1,1,1,1,0,1,0,0,0,0,3265,12,247,237,5337,0
10041,1,0,0,1,0,1,0,0,0,0,2291,49,5100,4431,15416,0
10042,0,0,0,1,0,1,0,0,0,0,2069,0,26,0,942,0
10043,1,0,1,1,0,1,0,0,0,0,1336,2,207,215,2520,0
10044,1,0,0,0,0,1,0,0,0,0,1928,1,23,307,3042,0
10045,1,0,0,1,0,1,0,0,0,0,1956,3,121,0,4970,0
10046,0,0,0,1,0,1,0,0,0,0,3605,0,198,181,14694,0
10047,0,0,1,1,1,1,0,0,0,0,23293,4,312,110,18931,0
10048,1,1,0,1,0,1,0,0,0,0,1064,2,522,335,6347,0
10049,1,0,0,1,1,1,0,0,0,0,1503,14,2116,385,76658,0
10050,1,0,0,0,1,1,0,0,0,0,892,0,27,349,1356,0
10051,1,0,0,1,0,1,0,0,0,0,2599,2,215,242,7265,0
10052,1,0,0,1,1,1,1,1,0,0,74,1,0,0,163,0
10053,1,0,0,1,1,1,0,0,0,0,1715,10,135,59,4379,0
10054,0,0,1,0,1,1,0,0,0,0,1731,9,356,1012,12770,0
10055,1,1,1,1,0,1,0,0,0,0,28932,3,599,316,41260,0
10056,1,0,0,1,0,1,0,0,0,0,6015,7,772,667,24476,0
10057,0,0,1,1,0,1,0,0,0,0,13604,14,306,297,21833,0
10058,1,0,0,1,1,1,1,1,0,0,273,1,0,0,483,0
10059,1,1,1,1,0,1,0,0,0,0,1049,2,69,53,2612,0
10060,1,0,0,0,0,1,0,0,0,0,6300,3,1556,3365,38149,0
10061,1,0,1,1,0,1,0,0,0,0,1607,19,2053,1472,125708,0
10062,1,0,1,1,0,1,0,0,0,0,71424,13,5516,2052,62538,0
10063,0,0,0,1,1,1,0,0,0,0,218,1,20,26,822,0
10064,1,0,0,1,1,1,1,1,0,0,73,0,0,0,173,0
10065,1,1,1,1,0,1,0,0,0,0,33632,34,2892,2498,142116,0
10066,1,1,1,0,1,1,0,0,0,0,877,0,25,71,1241,0
10067,1,1,1,1,0,1,0,0,0,0,3265,77,1092,596,15375,0
10068,1,1,1,0,0,1,0,0,0,0,11555,34,501,1045,9361,0
10069,1,0,1,0,0,1,0,0,0,0,9485,41,386,1163,13172,0
10070,0,0,0,1,1,1,0,0,0,0,35,0,10,0,151,0
10071,1,0,1,1,0,1,0,0,0,0,27520,22,524,364,61324,0
10072,1,0,0,1,1,1,1,1,0,0,52,0,0,0,153,0
10073,0,0,1,1,1,1,0,0,0,0,6816,0,112,113,1684,0
10074,0,0,0,1,1,0,0,0,0,0,7,0,6,0,139,0
10075,1,0,1,1,0,1,0,0,0,0,7637,15,1227,1221,19156,0
10076,1,1,1,1,0,1,0,0,0,0,9133,0,343,164,344,0
10077,1,1,1,1,0,1,0,0,0,0,35239,45,297,91,25889,0
10078,1,0,0,0,0,1,0,0,0,0,2353,9,590,1264,6553,0
10079,0,0,0,0,1,1,0,0,0,0,951,1,36,306,598,0
10080,0,1,0,1,1,1,0,0,0,0,15,53,1420,10,157506,0
10081,0,0,1,1,0,1,0,0,0,0,1325,5,1831,1447,8050,0
10082,1,0,0,0,0,1,0,0,0,0,10665,7,254,821,2757,0
10083,0,0,1,1,0,1,0,0,0,0,4002,19,131,174,3224,0
10084,0,0,1,1,1,1,0,0,0,0,615,0,11,0,1022,0
10085,1,1,0,0,1,1,0,0,0,0,585,14,370,1084,9450,0
10086,0,0,1,1,0,1,0,0,0,0,8373,11,880,396,55377,0
10087,1,1,1,1,0,1,0,0,0,0,346,0,60,0,420,0
10088,1,0,0,1,0,1,0,0,0,0,38294,31,509,696,20553,0
10089,1,0,1,1,1,1,0,0,0,0,20743,1,592,428,18769,0
10090,1,0,0,0,1,1,0,0,0,0,22695,23,1683,4999,22932,0
10091,1,1,1,0,0,1,0,0,0,0,9795,15,229,674,32192,0
10092,1,0,1,1,0,1,0,0,0,0,7449,2,413,527,19639,0
10093,0,0,0,1,1,1,1,1,0,0,385,0,0,0,810,0
10094,0,0,1,1,1,1,0,0,0,0,1264,0,161,157,865,0
10095,1,0,0,1,1,1,0,0,0,0,69261,45,6445,967,30052,0
10096,1,0,1,0,0,1,0,0,0,0,235,82,679,3041,119405,0
10097,1,0,1,0,0,1,0,0,0,0,666,0,41,175,1196,0
10098,0,0,1,0,0,1,0,0,0,0,1501,8,218,881,20561,0
10099,0,1,0,1,0,1,0,0,0,0,14,0,1,0,106,0
10100,0,0,0,0,1,1,1,1,0,0,18,0,7,1687,1798,0
10101,0,0,0,0,1,1,0,0,0,0,0,32,99,924,8318,0
10102,1,1,1,1,0,1,0,0,0,0,35115,8,677,670,65956,0
10103,1,1,0,1,0,1,0,0,0,0,34020,5,493,204,28117,0
10104,1,0,1,1,0,1,0,0,0,0,2281,13,651,926,48661,0
10105,1,0,0,1,1,1,0,0,0,0,842,5,121,0,1446,0
10106,1,0,0,1,1,1,1,1,0,0,128,0,0,0,207,0
10107,1,1,1,1,0,1,0,0,0,0,4032,7,1091,923,27249,0
10108,0,0,0,1,0,1,0,0,0,0,2,0,23,0,162,0
10109,1,0,0,0,0,1,0,0,0,0,27321,4,223,1617,2120,0
10110,1,0,1,1,1,1,0,0,0,0,6848,3,372,196,17536,0
10111,1,0,0,0,1,1,0,0,0,0,1714,13,191,475,2690,0
10112,1,0,0,1,1,1,1,1,0,0,73,1,0,0,210,0
10113,1,1,1,1,0,1,0,0,0,0,114450,34,1552,871,108700,0
10114,1,0,1,1,1,1,0,0,0,0,9,0,20,0,849,0
10115,1,0,1,0,0,1,0,0,0,0,4149,8,56,857,5518,0
10116,0,0,0,1,1,0,1,1,0,0,9,0,0,0,108,0
10117,1,1,1,1,0,1,0,0,0,0,5387,5,487,411,19202,0
10118,1,0,1,1,0,1,0,0,0,0,122370,9,1033,781,159035,0
10119,1,1,1,1,0,1,0,0,0,0,26061,6,694,525,67227,0
10120,1,1,1,1,0,1,0,0,0,0,924,35,1226,1850,37449,0
10121,1,0,1,1,1,1,0,0,0,0,23593,4,425,251,8545,0
10122,0,0,1,0,0,1,0,0,0,0,1938,3,117,708,3472,0
10123,1,0,1,1,0,1,0,0,0,0,10393,0,302,214,3547,0
10124,1,1,1,1,0,1,0,0,0,0,23465,13,570,427,24231,0
10125,1,1,0,0,1,1,0,0,0,0,10555,1,45,112,1918,0
10126,1,0,1,1,1,1,0,0,0,0,12735,0,338,301,19898,0
10127,1,0,0,0,1,1,0,0,0,0,413,0,46,159,646,0
10128,1,1,0,1,1,1,0,0,0,0,738,0,467,710,1692,0
10129,0,0,1,1,0,1,0,0,0,0,1106,0,47,0,1750,0
10130,1,0,1,1,1,1,0,0,0,0,2152,2,331,252,2201,0
10131,1,1,0,1,0,1,0,0,0,0,21766,1952,54718,2677,135095,0
10132,1,0,1,1,0,1,0,0,0,0,22004,8,338,366,4769,0
10133,1,0,1,1,1,1,0,0,0,0,73764,17,1114,823,105901,0
10134,1,0,1,1,0,1,0,0,0,0,28262,100,1217,480,12650,0
10135,1,1,0,1,0,1,0,0,0,0,560,3,60,0,1406,0
10136,1,1,0,1,1,1,0,0,0,0,17,0,113,0,2933,0
10137,1,1,0,0,1,1,0,0,0,0,3887,9,321,784,9701,0
10138,0,0,0,1,1,1,0,0,0,0,33,0,18,0,133,0
10139,0,0,1,0,0,1,0,0,0,0,2754,5,550,2228,16852,0
10140,1,0,0,1,1,1,1,1,0,0,32,0,0,0,99,0
10141,0,0,1,1,1,1,0,0,0,0,190031,1,715,168,9214,0
10142,1,1,0,1,0,1,0,0,0,0,52,3,160,0,389,0
10143,1,1,0,1,1,1,0,0,0,0,2102,0,23,0,2370,0
10144,1,1,1,1,0,1,0,0,0,1,403,713,38588,623,9180,0
10145,1,0,0,1,0,1,0,0,0,0,3,0,21,0,109,0
10146,1,1,1,1,0,1,0,0,0,0,4613,9,844,513,13350,0
10147,0,0,0,1,1,0,0,0,0,0,7,0,1,0,1422,0
10148,1,0,0,1,0,1,0,0,0,0,202,3,69,0,402,0
10149,1,0,0,1,1,1,0,0,0,0,206143,87,2147,155,129178,0
10150,0,0,0,1,0,1,0,0,0,0,3,0,60,0,225,0
10151,1,0,1,1,1,1,0,0,0,0,79664,1,717,1132,26303,0
10152,1,0,0,1,1,1,1,1,0,0,108,0,0,0,234,0
10153,1,0,0,0,0,1,0,0,0,0,2374,23,352,1132,7029,0
10154,1,0,0,1,1,1,1,1,0,0,185,0,0,0,263,0
10155,1,0,1,1,1,1,0,0,0,0,27078,0,531,395,6071,0
10156,0,0,1,0,0,1,0,0,0,0,227,0,31,85,118,0
10157,1,0,0,0,1,1,0,0,0,0,1446,1,36,250,2503,0
10158,1,1,1,1,0,1,0,0,0,0,114646,0,863,489,73435,0
10159,1,0,1,0,0,1,0,0,0,0,3375,8,186,913,5072,0
10160,1,0,1,1,0,1,0,0,0,0,31287,4,747,795,9598,0
10161,1,1,0,1,0,1,0,0,0,0,68,41,393,529,744,0
10162,1,1,1,1,0,1,0,0,0,1,15611,268,3477,594,59193,0
10163,1,0,0,1,0,1,0,0,0,0,31692,35,671,587,10849,0
10164,1,0,0,1,0,1,0,0,0,0,429,9,464,435,6038,0
10165,0,0,0,1,1,0,0,0,0,0,17,0,2,0,832,0
10166,0,0,1,1,0,1,0,0,0,0,11622,1,529,214,14655,0
10167,0,0,1,1,0,1,0,0,0,0,2084,1,94,57,9738,0
10168,1,0,0,1,1,1,1,1,0,0,100,0,0,0,139,0
10169,1,0,0,1,1,1,1,1,0,0,74,0,0,0,189,0
10170,1,0,0,1,1,1,1,1,0,0,67,0,0,0,150,0
10171,1,0,0,1,0,1,0,0,0,0,638,5,5,0,694,0
10172,1,0,0,1,1,1,0,0,0,0,748,3,92,45,1639,0
10173,1,0,1,1,1,1,0,0,0,0,45,1,44,17,4085,0
10174,1,1,0,1,1,1,0,0,0,0,21321,251,10593,329,22300,0
10175,0,0,1,1,1,1,0,0,0,0,177,0,12,0,244,0
10176,1,0,0,1,1,1,1,1,0,0,71,0,0,0,177,0
10177,1,1,1,1,1,1,0,0,0,0,2147,5,511,704,4437,0
10178,1,1,1,1,1,1,0,0,0,0,6159,7,521,382,2135,0
10179,1,0,1,0,1,1,0,0,0,0,20283,15,776,2295,53060,0
10180,1,0,1,1,0,1,0,0,0,0,11676,1,492,0,17853,0
10181,1,0,0,1,1,1,1,1,0,0,54,0,0,0,143,0
10182,1,1,1,1,0,1,0,0,0,0,385,3,176,223,820,0
10183,1,0,1,1,0,1,0,0,0,0,166552,34,1723,636,230107,0
10184,1,1,1,1,1,1,0,0,0,0,68944,13,2491,987,41381,0
10185,1,0,1,1,0,1,0,0,0,0,15345,81,2579,1962,26713,0
10186,1,1,1,1,0,1,0,0,0,1,13736,2910,91864,5232,57811,0
10187,1,1,1,1,0,1,0,0,0,0,77301,1182,15346,12707,147282,0
10188,1,0,0,1,0,1,0,0,0,0,108399,5,1661,1645,91558,0
10189,0,0,1,1,0,1,0,0,0,0,1567,0,166,0,2835,0
10190,1,0,1,0,0,1,0,0,0,0,1947,1,227,798,2669,0
10191,1,0,0,1,1,1,0,0,0,0,3461,0,165,169,1011,0
10192,0,0,0,0,1,1,0,0,0,0,11102,9,205,554,8918,0
10193,1,0,0,1,1,1,0,0,0,0,26361,0,258,357,7441,0
10194,1,0,0,1,0,1,0,0,0,0,306,0,20,0,489,0
10195,1,0,0,1,1,1,1,1,0,0,152,0,0,0,208,0
10196,1,0,0,0,1,1,0,0,0,0,291,0,88,987,507,0
10197,1,1,1,1,1,1,0,0,0,0,14386,1,417,151,3209,0
10198,1,0,0,1,1,1,1,1,0,0,65,0,0,0,161,0
10199,1,1,0,1,1,1,0,0,0,0,1426,29,973,0,8698,0
10200,1,1,1,1,0,1,0,0,0,0,414,43,897,1264,227808,0
10201,1,0,1,1,0,1,0,0,0,0,69746,4,615,704,8740,0
10202,1,1,1,1,0,1,0,0,0,0,3990,8,437,242,9463,0
10203,0,0,1,1,1,1,0,0,0,0,24,0,16,0,177,0
10204,0,0,1,1,1,1,0,0,0,0,310520,35,659,644,29360,0
10205,1,1,1,1,0,1,0,0,0,0,2988,26,1089,402,4155,0
10206,1,1,1,1,0,1,0,0,0,1,4474,416,116063,3687,136311,0
10207,0,0,0,1,1,0,0,0,0,0,71,0,1,0,2521,0
10208,1,1,0,1,1,1,0,0,0,0,6,1,89,0,353,0
10209,1,0,0,1,1,1,1,1,0,0,64,0,0,0,135,0
10210,1,0,0,0,1,1,0,0,0,0,1143,5,258,1547,812,0
10211,0,0,1,0,0,1,0,0,0,0,622,0,23,58,929,0
10212,1,0,1,1,0,1,0,0,0,0,42191,20,682,364,37832,0
10213,1,0,1,1,0,1,0,0,0,0,23706,3,289,79,11952,0
10214,1,0,0,0,1,1,0,0,0,0,1509,2,19,61,2269,0
10215,1,0,1,1,0,1,0,0,0,0,3529,18,1607,495,86,0
10216,1,0,1,1,1,1,0,0,0,0,593,2,52,80,1703,0
10217,0,0,0,1,1,1,0,0,0,0,8336,1,233,84,5189,0
10218,1,0,0,0,1,1,0,0,0,0,38643,0,358,725,22839,0
10219,1,0,0,1,1,1,0,0,0,0,14559,2,329,209,14157,0
10220,1,1,0,1,0,1,0,0,0,0,799,3,133,96,3118,0
10221,1,0,1,0,0,1,0,0,0,0,1715,3,101,702,962,0
10222,1,0,1,0,0,1,0,0,0,0,315,8,32,155,634,0
10223,1,0,0,1,0,1,0,0,0,0,3565,3,420,518,5750,0
10224,1,0,0,1,1,1,0,0,0,0,145,2,1,0,228,0
10225,1,0,0,1,0,1,0,0,0,0,64,1,1007,0,612,0
10226,0,0,0,0,0,1,0,0,0,0,2941,1,40,255,1760,0
10227,1,0,1,1,1,1,0,0,0,0,5453,1,359,140,14266,0
10228,1,0,0,1,1,1,0,0,0,0,120,0,55,0,255,0
10229,1,1,0,1,0,1,0,0,0,0,3985,10,570,297,24121,0
10230,0,0,1,0,1,1,0,0,0,0,2563,4,65,194,1638,0
10231,1,1,1,1,0,1,0,0,0,1,2945,105,60277,776,2425,0
10232,1,0,0,1,1,1,0,0,0,0,133,2,2,0,226,0
10233,1,0,1,1,0,1,0,0,0,0,19966,1,589,645,2059,0
10234,1,0,1,1,0,1,0,0,0,0,39809,14,845,417,9070,0
10235,1,0,0,1,1,1,1,1,0,0,52,0,0,0,137,0
10236,1,1,1,1,0,1,0,0,0,0,2958,7,652,641,23408,0
10237,1,1,1,1,1,1,0,0,0,0,41772,38,706,618,73578,0
10238,0,0,0,1,1,1,0,0,0,0,1246,3,116,205,10914,0
10239,1,0,0,1,0,1,0,0,0,0,11425,15,463,563,9651,0
10240,1,0,1,1,0,1,0,0,0,0,33041,59,3043,3055,74936,0
10241,1,0,0,0,1,1,0,0,0,0,1182,2,59,190,2084,0
10242,0,0,0,1,1,0,0,0,0,0,1,0,3,0,419,0
10243,1,1,1,1,0,1,0,0,0,0,1776,2,927,1357,29199,0
10244,0,0,1,1,1,1,0,0,0,0,84172,9,386,615,19466,0
10245,1,0,1,1,1,1,0,0,0,0,1310,38,303,292,21407,0
10246,0,0,1,0,1,1,0,0,0,0,813,0,27,58,3013,0
10247,0,1,1,1,1,1,0,0,0,0,4030,5,1116,392,22304,0
10248,1,0,1,1,0,1,0,0,0,0,18917,0,1157,887,5574,0
10249,0,1,1,1,1,1,0,0,0,0,8715,0,434,414,5770,0
10250,0,0,0,0,1,1,0,0,0,0,1127,0,29,251,3234,0
10251,1,1,1,1,1,1,0,0,0,0,9417,3,543,635,21462,0
10252,1,0,0,1,1,1,1,1,0,0,55,0,0,0,123,0
10253,1,1,0,1,0,1,0,0,0,0,154,0,83,0,386,0
